ID,LocTime,LocFrequency,Cycles,SNR,TrialID,SignalSD,AtomSD,SLTMaskSBMID,SLTMaskSBMMatchErr,SLTMaskSBMTimeErr,SLTMaskSBMFreqErr,CWTMaskSBMID,CWTMaskSBMMatchErr,CWTMaskSBMTimeErr,CWTMaskSBMFreqErr,STFTMaskSBMID,STFTMaskSBMMatchErr,STFTMaskSBMTimeErr,STFTMaskSBMFreqErr,SLTMaskPFID,SLTMaskPFMatchErr,SLTMaskPFTimeErr,SLTMaskPFFreqErr,CWTMaskPFID,CWTMaskPFMatchErr,CWTMaskPFTimeErr,CWTMaskPFFreqErr,STFTMaskPFID,STFTMaskPFMatchErr,STFTMaskPFTimeErr,STFTMaskPFFreqErr,SLTBoxSBMID,SLTBoxSBMMatchErr,SLTBoxSBMTimeErr,SLTBoxSBMFreqErr,CWTBoxSBMID,CWTBoxSBMMatchErr,CWTBoxSBMTimeErr,CWTBoxSBMFreqErr,STFTBoxSBMID,STFTBoxSBMMatchErr,STFTBoxSBMTimeErr,STFTBoxSBMFreqErr,SLTBoxPFID,SLTBoxPFMatchErr,SLTBoxPFTimeErr,SLTBoxPFFreqErr,CWTBoxPFID,CWTBoxPFMatchErr,CWTBoxPFTimeErr,CWTBoxPFFreqErr,STFTBoxPFID,STFTBoxPFMatchErr,STFTBoxPFTimeErr,STFTBoxPFFreqErr,SLTBoxOEID,SLTBoxOEMatchErr,SLTBoxOETimeErr,SLTBoxOEFreqErr,CWTBoxOEID,CWTBoxOEMatchErr,CWTBoxOETimeErr,CWTBoxOEFreqErr,STFTBoxOEID,STFTBoxOEMatchErr,STFTBoxOETimeErr,STFTBoxOEFreqErr
345,1.1214997,79,10,0.25,80,0.5727362,0.2863681,62,0.5776868,0.0078125,0.9929078,30,0.4536988,0.009765625,2.9787235,21,0.9447138,0.12100001,10.425532,28,0.9749082,0.0029296875,10.921986,0,1,1.3212891,48.652485,0,1,1.353,48.652485,62,0.563568,0.0078125,0.9929078,30,0.4099424,0.009765625,2.9787235,21,0.86445725,0.12100001,10.425532,28,0.971658,0.0029296875,10.921986,0,1,1.3212891,48.652485,0,1,1.353,48.652485,27,0.7707641,0.0078125,1.4893618,20,0.6916181,0.0126953125,0.4964539,20,0.70062894,0.029000001,4.4680853
346,0.3021241,93,10,0.25,46,0.62162286,0.31081143,42,0.3761288,0.015625,8.439716,21,0.41314906,0.0068359375,5.957447,24,0.46458358,0.010000001,7.446809,18,0.44470227,0.015625,8.439716,11,0.5023626,0.0068359375,5.957447,10,0.90623736,0.010000001,7.446809,42,0.29599875,0.015625,8.439716,21,0.5739178,0.0068359375,5.957447,24,0.55693805,0.010000001,7.446809,18,0.3669725,0.015625,8.439716,11,0.4125874,0.0068359375,5.957447,10,0.88869864,0.010000001,7.446809,1,0.16969812,0.0009765625,5.460993,1,0.18312562,0.00390625,3.4751773,1,0.24756283,0.006,5.957447
347,0.59698343,36,10,0.25,63,0.56045926,0.28022963,5,0.73861194,0.061523438,0.4964539,5,0.72921515,0.041992188,6.9503546,4,0.5481514,0.072000004,0,2,0.5862975,0.061523438,0.4964539,2,0.644335,0.041992188,6.9503546,2,0.73859537,0.072000004,0,5,0.7604323,0.061523438,0.4964539,5,0.6743958,0.041992188,6.9503546,4,0.39999998,0.072000004,0,2,0.559842,0.061523438,0.4964539,2,0.65903324,0.041992188,6.9503546,2,0.7684368,0.072000004,0,1,0.6531287,0.06640625,0,2,0.5316489,0.04296875,7.9432626,3,0.5440296,0.074,0.4964539
348,0.92216176,40,10,0.25,60,0.6216867,0.31084335,12,0.59989905,0.08203125,3.9716313,8,0.6880667,0.07324219,1.9858156,9,0.64309853,0.060000002,2.4822695,7,0.7355404,0.08203125,3.9716313,4,0.7483043,0.07324219,1.9858156,5,0.7174088,0.060000002,2.4822695,12,0.60348296,0.08203125,3.9716313,8,0.7468983,0.07324219,1.9858156,9,0.5210643,0.060000002,2.4822695,7,0.6513834,0.08203125,3.9716313,4,0.5827901,0.07324219,1.9858156,5,0.5815138,0.060000002,2.4822695,23,0.6078785,0.08203125,3.9716313,20,0.61590064,0.07324219,1.9858156,15,0.6977138,0.048,3.4751773
349,0.7587554,36,10,0.25,23,0.6337004,0.3168502,1,0.90037,0.15722656,3.4751773,4,0.80989254,0.34375,2.4822695,5,0.48407078,0.019000001,0.4964539,3,0.9799263,0.034179688,2.9787235,0,1,0.9580078,5.957447,6,0.992687,0.019000001,0.4964539,1,0.8102933,0.15722656,3.4751773,12,0.800304,0.028320312,7.9432626,5,0.509341,0.019000001,0.4964539,2,0.9672107,0.15722656,3.4751773,3,0.9052436,0.20898438,2.4822695,5,0.9438118,0.21300001,2.4822695,10,0.8223479,0.16308594,3.9716313,0,1,0.9580078,5.957447,0,1,0.98100007,5.957447
350,0.6007215,74,10,0.25,16,0.65002334,0.32501167,55,0.5933729,0.0068359375,0.9929078,26,0.32806253,0,0,23,0.3992697,0.0050000004,0.4964539,32,0.626976,0.0009765625,5.957447,6,0.7140366,0,0,13,0.83487296,0.0050000004,0.4964539,55,0.5687649,0.0068359375,0.9929078,26,0.40204895,0,0,23,0.50397,0.0050000004,0.4964539,32,0.63503647,0.0009765625,5.957447,6,0.68341917,0,0,13,0.8157656,0.0050000004,0.4964539,3,0.66604304,0.005859375,0,1,0.44487834,0.0029296875,2.9787235,1,0.6211945,0.012,3.4751773
351,0.9372479,62,10,0.25,29,0.5732652,0.2866326,39,0.57199174,0.028320312,1.4893618,23,0.48864794,0.0234375,4.4680853,22,0.4222415,0.024,0.4964539,13,0.5608843,0.028320312,1.4893618,7,0.57840014,0.0234375,4.4680853,11,0.56384647,1.164,31.77305,39,0.46814728,0.028320312,1.4893618,23,0.36846095,0.0234375,4.4680853,22,0.4310394,0.024,0.4964539,13,0.52440834,0.028320312,1.4893618,7,0.48802394,0.0234375,4.4680853,11,0.4608618,1.164,31.77305,2,0.58629835,0.028320312,1.4893618,1,0.6315929,0.0234375,5.460993,3,0.59383094,0.023000002,0
352,1.2183254,54,10,0.25,43,0.5866864,0.2933432,25,0.80599755,0.05078125,0,20,0.8303411,0.06933594,11.41844,8,0.9269316,0.14600001,5.460993,0,1,1.4179688,24.326242,11,0.9822072,0.06933594,11.41844,0,1,1.4530001,23.829788,25,0.7999047,0.05078125,0,21,0.7545161,0.040039062,13.404256,15,0.80764794,0.105000004,10.921986,18,0.9519985,1.4179688,24.326242,11,0.9332601,0.06933594,11.41844,8,0.92568445,0.105000004,10.921986,2,0.96110415,0.12109375,10.425532,2,0.94042027,0.12597656,10.921986,1,0.9745643,0.104,11.41844
353,0.69381076,62,10,0.25,21,0.6042348,0.3021174,41,0.73123336,0.005859375,0.4964539,21,0.471223,0.020507812,5.460993,17,0.43340552,0.006,0,19,0.6367123,0.005859375,0.4964539,3,0.82531416,0.020507812,5.460993,3,0.89309645,0.16100001,13.900709,41,0.5834936,0.005859375,0.4964539,21,0.37461865,0.020507812,5.460993,17,0.59023786,0.006,0,19,0.34741783,0.005859375,0.4964539,3,0.79396987,0.020507812,5.460993,3,0.82023716,0.16100001,13.900709,4,0.23762375,0.0048828125,0,17,0.657554,0.044921875,2.4822695,2,0.7220554,0.006,0
354,1.3515441,55,10,0.25,51,0.5866342,0.2933171,26,0.5078473,0.021484375,3.9716313,15,0.54472566,0.02734375,3.4751773,16,0.46462715,0.020000001,3.4751773,14,0.6443403,0.021484375,3.9716313,10,0.43321055,0.02734375,3.4751773,8,0.5287077,0.020000001,3.4751773,26,0.5011771,0.021484375,3.9716313,15,0.49203926,0.02734375,3.4751773,16,0.4909615,0.020000001,3.4751773,14,0.7346078,0.021484375,3.9716313,10,0.16250634,0.02734375,3.4751773,8,0.48726118,0.020000001,3.4751773,1,0.61103034,0.021484375,3.9716313,1,0.19843149,0.02734375,2.9787235,1,0.6322999,0.017,2.9787235
