ID,LocTime,LocFrequency,Cycles,SNR,TrialID,SignalSD,AtomSD,SLTMaskSBMID,SLTMaskSBMMatchErr,SLTMaskSBMTimeErr,SLTMaskSBMFreqErr,CWTMaskSBMID,CWTMaskSBMMatchErr,CWTMaskSBMTimeErr,CWTMaskSBMFreqErr,STFTMaskSBMID,STFTMaskSBMMatchErr,STFTMaskSBMTimeErr,STFTMaskSBMFreqErr,SLTMaskPFID,SLTMaskPFMatchErr,SLTMaskPFTimeErr,SLTMaskPFFreqErr,CWTMaskPFID,CWTMaskPFMatchErr,CWTMaskPFTimeErr,CWTMaskPFFreqErr,STFTMaskPFID,STFTMaskPFMatchErr,STFTMaskPFTimeErr,STFTMaskPFFreqErr,SLTBoxSBMID,SLTBoxSBMMatchErr,SLTBoxSBMTimeErr,SLTBoxSBMFreqErr,CWTBoxSBMID,CWTBoxSBMMatchErr,CWTBoxSBMTimeErr,CWTBoxSBMFreqErr,STFTBoxSBMID,STFTBoxSBMMatchErr,STFTBoxSBMTimeErr,STFTBoxSBMFreqErr,SLTBoxPFID,SLTBoxPFMatchErr,SLTBoxPFTimeErr,SLTBoxPFFreqErr,CWTBoxPFID,CWTBoxPFMatchErr,CWTBoxPFTimeErr,CWTBoxPFFreqErr,STFTBoxPFID,STFTBoxPFMatchErr,STFTBoxPFTimeErr,STFTBoxPFFreqErr,SLTBoxOEID,SLTBoxOEMatchErr,SLTBoxOETimeErr,SLTBoxOEFreqErr,CWTBoxOEID,CWTBoxOEMatchErr,CWTBoxOETimeErr,CWTBoxOEFreqErr,STFTBoxOEID,STFTBoxOEMatchErr,STFTBoxOETimeErr,STFTBoxOEFreqErr
315,1.4179928,52,10,0.25,37,0.1158075,0.05790375,23,0.51543903,0.0029296875,0.4964539,15,0.7392656,0.0146484375,11.41844,13,0.70047486,0.023000002,12.411347,13,0.9373977,0.0029296875,0.4964539,10,0.84501207,0.0146484375,11.41844,9,0.95782113,0.015000001,2.9787235,23,0.55191255,0.0029296875,0.4964539,15,0.6812092,0.0146484375,11.41844,13,0.73889554,0.023000002,12.411347,13,0.93157053,0.0029296875,0.4964539,10,0.84793746,0.0146484375,11.41844,9,0.954023,0.015000001,2.9787235,12,0.774359,0.0078125,13.900709,5,0.84862196,0.0146484375,11.41844,13,0.78368384,0.023000002,12.411347
316,0.22159223,48,10,0.25,82,0.11139068,0.05569534,10,0.68568534,0.033203125,5.957447,8,0.43665695,0.01953125,0.4964539,7,0.5347342,0.011000001,0.9929078,5,0.79667264,0.009765625,2.9787235,4,0.69122744,0.42089844,18.368795,5,0.57154953,0.011000001,0.9929078,10,0.67279744,0.033203125,5.957447,8,0.4707681,0.01953125,0.4964539,7,0.67882353,0.011000001,0.9929078,5,0.7571904,0.009765625,2.9787235,4,0.5972096,0.42089844,18.368795,5,0.3728379,0.011000001,0.9929078,19,0.46074665,0.033203125,5.957447,7,0.7324841,0.01953125,0.4964539,8,0.5969481,0.011000001,0.9929078
317,0.9938694,94,10,0.25,33,0.11267597,0.056337986,76,0.60993886,0.0546875,5.957447,33,0.41156816,0.009765625,0.4964539,25,0.55376416,0.045,4.4680853,33,0.60614526,0.0546875,5.957447,18,0.6942183,0.009765625,0.4964539,21,0.8171115,0.045,4.4680853,76,0.45984817,0.0546875,5.957447,33,0.6020081,0.009765625,0.4964539,25,0.5670322,0.045,4.4680853,33,0.5763042,0.0546875,5.957447,18,0.6288393,0.009765625,0.4964539,21,0.79433537,0.045,4.4680853,1,0.72736454,0.0546875,5.460993,0,1,1.1933594,64.04256,1,0.66701645,0.017,5.460993
318,1.45937,74,10,0.25,84,0.1074592,0.0537296,54,0.56301177,0.0087890625,1.4893618,23,0.33299178,0.001953125,0.9929078,18,0.790732,0.012,0.4964539,24,0.81182027,0.0087890625,1.4893618,17,0.8786105,1.6582031,44.1844,12,0.91824794,0.012,0.4964539,54,0.524175,0.0087890625,1.4893618,23,0.26768118,0.001953125,0.9929078,18,0.8174802,0.012,0.4964539,24,0.79990286,0.0087890625,1.4893618,17,0.88182646,1.6582031,44.1844,12,0.7666091,0.012,0.4964539,8,0.6399225,0.0087890625,1.4893618,19,0.684466,0.0029296875,1.4893618,11,0.6592083,0.012,0.4964539
319,0.8329362,83,10,0.25,4,0.11551436,0.05775718,38,0.5079652,0.029296875,3.4751773,25,0.5746131,0.020507812,5.957447,31,0.53637326,0.028,2.4822695,21,0.5634055,0.029296875,3.4751773,13,0.65323234,0.020507812,5.957447,15,0.6544039,0.028,2.4822695,38,0.5260116,0.029296875,3.4751773,25,0.5286783,0.020507812,5.957447,31,0.6140351,0.028,2.4822695,21,0.5,0.029296875,3.4751773,13,0.49937886,0.020507812,5.957447,15,0.63241434,0.028,2.4822695,1,0.6087786,0.029296875,3.4751773,1,0.48563248,0.022460938,4.964539,1,0.5207889,0.028,1.9858156
320,1.3352555,79,10,0.25,4,0.11551436,0.057757176,65,0.48643214,0.0048828125,2.4822695,30,0.38697767,0.0078125,1.4893618,34,0.5985116,0.007,3.4751773,24,0.7206819,0.0048828125,2.4822695,14,0.58561707,0.0078125,1.4893618,16,0.82315475,0.007,3.4751773,65,0.4392407,0.0048828125,2.4822695,30,0.25220382,0.0078125,1.4893618,34,0.6747172,0.007,3.4751773,24,0.71127987,0.0048828125,2.4822695,14,0.5732855,0.0078125,1.4893618,16,0.80350876,0.007,3.4751773,1,0.5813102,0.0048828125,2.9787235,2,0.5088984,0.0078125,1.4893618,2,0.51508117,0.006,3.9716313
321,1.3713877,44,10,0.25,62,0.104732014,0.052366007,5,0.6801163,0.03515625,1.4893618,7,0.7060647,0.052734375,0.4964539,11,0.66508234,0.08400001,5.957447,2,0.630669,0.03515625,1.4893618,3,0.6700121,0.052734375,0.4964539,2,0.67320526,0.08400001,5.957447,5,0.69005525,0.03515625,1.4893618,7,0.65250134,0.052734375,0.4964539,11,0.7076105,0.08400001,5.957447,2,0.63546515,0.03515625,1.4893618,3,0.6888788,0.052734375,0.4964539,2,0.7042876,0.08400001,5.957447,2,0.60046124,0.0859375,5.957447,7,0.53783786,0.052734375,0.4964539,2,0.8968254,0.08400001,5.957447
322,1.077062,82,10,0.25,58,0.107682265,0.053841133,49,0.6048323,0.018554688,5.957447,21,0.37238705,0.01171875,2.9787235,20,0.67101526,0.057000004,4.964539,27,0.6997323,0.08105469,5.460993,14,0.72009337,0.01171875,2.9787235,15,0.7906617,0.057000004,4.964539,59,0.4984783,0.0009765625,3.9716313,21,0.3587706,0.01171875,2.9787235,24,0.5784825,0.021000002,3.4751773,27,0.6784997,0.08105469,5.460993,14,0.6801712,0.01171875,2.9787235,15,0.7636595,0.057000004,4.964539,1,0.5775733,0.08105469,4.964539,2,0.50863475,0.01171875,2.4822695,8,0.7683259,0.021000002,3.4751773
323,1.4739926,84,10,0.25,45,0.10957363,0.054786816,62,0.6267361,0.0078125,2.9787235,26,0.3087898,0.0068359375,3.4751773,28,0.55313563,0.019000001,3.4751773,31,0.6833088,0.0078125,2.9787235,23,0.61522245,1.6728516,54.609932,17,0.79515696,0.019000001,3.4751773,62,0.48197007,0.0078125,2.9787235,26,0.4022388,0.0068359375,3.4751773,28,0.58864653,0.019000001,3.4751773,31,0.6460659,0.0078125,2.9787235,23,0.52916,1.6728516,54.609932,17,0.72958386,0.019000001,3.4751773,1,0.6749351,0.0087890625,3.4751773,2,0.5858748,0.009765625,8.936171,1,0.6687609,0.023000002,3.9716313
324,0.8333246,40,10,0.25,41,0.112851806,0.056425903,7,0.34126723,0.025390625,0.9929078,6,0.41268718,0.034179688,0.9929078,7,0.39722222,0.036000002,0.9929078,3,0.47951156,0.025390625,0.9929078,1,0.42886466,0.034179688,0.9929078,2,0.5603355,0.036000002,0.9929078,7,0.29506344,0.025390625,0.9929078,6,0.38329762,0.034179688,0.9929078,7,0.3707865,0.036000002,0.9929078,3,0.5808482,0.025390625,0.9929078,1,0.23961663,0.034179688,0.9929078,2,0.6275366,0.036000002,0.9929078,1,0.5301764,0.025390625,0.9929078,1,0.509434,0.040039062,1.9858156,1,0.46535498,0.045,1.9858156
325,1.0425869,95,10,0.25,69,0.11697745,0.058488727,46,0.3156848,0.0078125,1.9858156,28,0.30267984,0.0087890625,4.4680853,23,0.30963898,0.009000001,1.4893618,32,0.4483471,0.0078125,1.9858156,18,0.5188993,0.0087890625,4.4680853,13,0.87410235,0.009000001,1.4893618,46,0.44396067,0.0078125,1.9858156,28,0.36185056,0.0087890625,4.4680853,23,0.35452324,0.009000001,1.4893618,32,0.29527658,0.0078125,1.9858156,18,0.4257669,0.0087890625,4.4680853,13,0.8634259,0.009000001,1.4893618,1,0.3499146,0.005859375,0.9929078,16,0.53323233,0.05859375,1.4893618,1,0.54771686,0.010000001,0.9929078
326,0.015887452,81,10,0.25,49,0.112226404,0.056113206,59,0.33021003,0,5.957447,25,0.3732289,0.0009765625,2.9787235,20,0.43414575,0.007,5.957447,20,0.7884576,0,5.957447,11,0.7462598,0.0009765625,2.9787235,0,1,0.22100002,50.638298,59,0.37207443,0,5.957447,25,0.26343155,0.0009765625,2.9787235,20,0.5588235,0.007,5.957447,20,0.73485714,0,5.957447,11,0.7144213,0.0009765625,2.9787235,7,0.9915122,0.108,32.765957,11,0.56852233,0.001953125,6.453901,6,0.5477546,0.0029296875,5.957447,12,0.6152293,0.008,6.9503546
